Type,Title,Price,Location,Land Area,Bedroom,Bathroom,Car Space,Floor Level,Floor Area,Facing,Agency,Status,Status1,Status2,Status3
Villa,"3 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$280,000"," Svay Dankum, Siem Reap, Siem Reap",616m²,3,3,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Condo,Condominium for Sale in The Peak,"$330,000","Tonle Bassac, Chamkarmon, Phnom Penh",NaN,3,2,1,31,127m²,NaN,"TownCity Real Estate Co.,Ltd",For sale
Condo,Condominium for Sale in De Castle Nobless,"$289,000","Boeung Kak 2, Toul Kork, Phnom Penh",NaN,4,3,NaN,NaN,208m²,NaN,"TownCity Real Estate Co.,Ltd",For sale
Condo,J Tower 1 Modern Style of Condominium For Sale ,"$120,000","63 , Tonle Bassac, Chamkarmon, Phnom Penh",NaN,1,1,1,7,NaN,NaN,Century 21 Fuji Realty,For sale,Price Negotiable
House,DAKA KUN REALTY: House for Sale in Siem Reap - Sala Kamreuk,"$120,000","Sala Kamraeuk, Siem Reap, Siem Reap",NaN,3,2,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
Condo,"1 Bedroom Condo For Sale - Golden 1, Phnom Penh","$90,000"," BKK 3, Chamkarmon, Phnom Penh",46m²,1,1,NaN,7,46m²,NaN,IPS Cambodia,For sale
Shophouse,"2 Bedroom Linked Shophouse For Sale - Phsar Kandal, Siem Reap","$800,000"," Siem Reap, Siem Reap, Siem Reap",NaN,2,3,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
House,"5 Bedroom House For Sale - Old Market Pub Street, Siem Reap","$650,000","Night Market Area , Svay Dankum, Siem Reap, Siem Reap",185m²,5,7,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Apartment,"5 Bedroom Penthouse For Sale - Rose Garden, Phnom Penh","$990,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,5,3,NaN,NaN,348m²,NaN,IPS Cambodia,For sale
Land,"2545 Sqm Land For Sale - Kandal Stueng, Kandal Province","$760,000"," Roleang Kaen, Kandal Stueng, Kandal",2545m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"4941 Sqm Commercial Land For Sale - Svay Dangkum, Siem Reap",$160/m²," Svay Dankum, Siem Reap, Siem Reap",4941m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia
Shophouse,"4 Bedroom Villa For Sale- Svay Dangkum, Siem Reap","$350,000"," Svay Dankum, Siem Reap, Siem Reap",500m²,4,4,NaN,2,NaN,NaN,IPS Cambodia,For sale
Villa,"Apartment Building For Sale - Slor Kram, Siem Reap","$150,000"," Sla Kram, Siem Reap, Siem Reap",145m²,4,5,NaN,NaN,75m²,NaN,IPS Cambodia,For sale
Land,"1980 Sqm Commercial Land For Sale - Slor Kram, Siem Reap","$1,300/m²"," Sla Kram, Siem Reap, Siem Reap",1980m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia
Land,"1248 Sqm Residential Land For Sale - Sambour, Siem Reap",$130/m²," Sangkat Sambuor, Siem Reap, Siem Reap",1248m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia
Land,"4179 Sqm Land For Sale - Sambour, Siem Reap","$557,000"," Sangkat Sambuor, Siem Reap, Siem Reap",4179m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Shophouse,"Commercial Building For Sale in Daun Penh, Phnom Penh","$1,300,000"," Wat Phnom, Daun Penh, Phnom Penh",57m²,4,4,NaN,NaN,228m²,NaN,IPS Cambodia,For sale
Shophouse,"3 Bedroom Shophouse For Sale- KMH Park, Phnom Penh","$490,000"," Stueng Mean chey 1, Meanchey, Phnom Penh",94m²,NaN,NaN,2,3,310m²,NaN,Borey For Sale,For sale
Villa,"3 Bedroom Villa Plous Touch For Sale - Chankiri Palm Creek, Phnom Penh","$183,800"," Dangkao, Dangkao, Phnom Penh",99m²,3,3,2,2,68m²,NaN,Borey For Sale,For sale
Villa,"4 Bedroom Villa Udom For Sale - Chankiri Palm Creek, Phnom Penh","$529,800"," Dangkao, Dangkao, Phnom Penh",299m²,4,6,2,2,135m²,NaN,Borey For Sale,For sale
Land,"288 Sqm Land For Sale - Daun Penh, Phnom Penh","$576,000"," Srah Chak, Daun Penh, Phnom Penh",288m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"1890 Sqm Residential Land For Sale - Sambour, Siem Reap","$207,900"," Sangkat Sambuor, Siem Reap, Siem Reap",1890m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Villa,"Khmer Heritage Home For Sale - Wat Damnak, Siem Reap","$945,000","Wat Damnak , Sala Kamraeuk, Siem Reap, Siem Reap",1684m²,4,4,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"337 Sqm Commercial Land For Sale - Toul Tom Pong, Phnom Penh","$799,000"," Toul Tum Poung 2, Chamkarmon, Phnom Penh",337m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
House,"2 Bedroom Flat For Sale - Kandaek, Siem Reap","$72,000"," Kandaek, Prasat Bakong, Siem Reap",120m²,2,3,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Condo,"3 Bedroom Condo For Sale - Chroy Changvar, Phnom Penh","$152,555"," Chroy Changvar, Chroy Changvar, Phnom Penh",119m²,3,3,NaN,7,119m²,NaN,IPS Cambodia,For sale
Villa,"789 sqm Estate For Sale in Toul Kork, Phnom Penh","$1,900,000"," Boeung Kak 2, Toul Kork, Phnom Penh",789m²,4,6,NaN,NaN,300m²,NaN,IPS Cambodia,For sale
Villa,"6 Bedroom Villa For Sale -Chbar Ampov, Phnom Penh","$880,000"," Preaek Thmei, Chbar Ampov, Phnom Penh",810m²,6,9,1,3,720m²,NaN,IPS Cambodia,For sale
House,"3-Storey Family Villa For Sale - Night Market Area, Siem Reap","$259,900","Night Market Area , Svay Dankum, Siem Reap, Siem Reap",129m²,5,5,1,3,314m²,NaN,IPS Cambodia,For sale
House,"2 Bedroom Villa With Pool For Sale - Svay Dangkum, Siem Reap","$180,000"," Svay Dankum, Siem Reap, Siem Reap",200m²,2,3,NaN,2,145m²,NaN,IPS Cambodia,For sale
Land,"12,577 Sqm Land For Sale - Steng Keo Waterway, Teak Chou, Kampot","$310,000"," Stueng Kaev, Tuek Chhou, Kampot",NaN,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
House," 6 Bedroom Flat For Sale - Toul Kork, Phnom Penh","$250,000"," Tuek L'ak 1, Toul Kork, Phnom Penh",64m²,6,6,NaN,4,300m²,NaN,IPS Cambodia,For sale
Villa,"4 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$650,000","Svay Dankum, Siem Reap, Siem Reap",NaN,4,5,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"3,857 Sqm Commercial Land For Sale - Nirouth, Phnom Penh","$1,460,000","Preaek Aeng, Chbar Ampov, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Apartment,"1 Bedroom Apartment For Sale - Embassy Residences, Phnom Penh","$135,000","Tonle Bassac, Chamkarmon, Phnom Penh",58m²,1,1,NaN,NaN,58m²,NaN,IPS Cambodia,For sale
Villa,"5 Bedroom Villa For Sale - Chroy Changvar, Phnom Penh","$650,000","Chroy Changvar, Chroy Changvar, Phnom Penh",NaN,5,5,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Villa,"3 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$550,000","Svay Dankum, Siem Reap, Siem Reap",120m²,3,4,NaN,NaN,120m²,NaN,IPS Cambodia,For sale
Apartment,"1 Bedroom Apartment For Sale - Embassy Central, BKK1, Phnom Penh","$218,500"," BKK 1, Chamkarmon, Phnom Penh",61m²,1,1,NaN,14,61m²,NaN,IPS Cambodia,For sale
Apartment,"2 Bedroom Apartment For Sale - Daun Penh, Phnom Penh","$65,000"," Srah Chak, Daun Penh, Phnom Penh",85m²,2,1,NaN,3,85m²,NaN,IPS Cambodia,For sale
Land,"192 Sqm Commercial Land For Sale - Wat Damnak, Siem Reap","$600,000"," Sala Kamraeuk, Siem Reap, Siem Reap",192m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Apartment,"2 Bedroom Apartment For Sale - Chey Chamneas, Phnom Penh","$80,000"," Chey Chumneah, Daun Penh, Phnom Penh",NaN,2,2,NaN,4,79m²,NaN,IPS Cambodia,For sale
Land,"300 Sqm Land For Sale - Krang Thnong, Phnom Penh","$150,000"," Trapeang Krasang, Por Sen Chey, Phnom Penh",300m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Flat,"4 Bedroom Flat For Sale - Sala Kamreuk, Siem Reap","$185,000"," Sala Kamraeuk, Siem Reap, Siem Reap",88m²,4,3,NaN,3,64m²,NaN,IPS Cambodia,For sale
Villa,"7 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$250,000"," Svay Dankum, Siem Reap, Siem Reap",263m²,7,7,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Shophouse,"12 Room Commercial Property For Sale - Svay Dangkum, Siem Reap","$1,800,000"," Svay Dankum, Siem Reap, Siem Reap",369m²,12,12,NaN,3,NaN,NaN,IPS Cambodia,For sale
Flat House,"2 Bedroom Flat For Sale - Chreav, Siem Reap","$52,000"," Chreav, Siem Reap, Siem Reap",NaN,2,3,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"2460 Sqm Residential Land For Sale - Chreav, Siem Reap",$200/m²," Chreav, Siem Reap, Siem Reap",2460m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia
Land,"1,230 Sqm Land For Sale - Toul Kork, Phnom Penh","$7,257,000"," Boeung Kak 2, Toul Kork, Phnom Penh",1230m²,NaN,NaN,NaN,2147483647,NaN,NaN,IPS Cambodia,For sale
Flat,"2 Bedroom Renovated Flat For Sale - Phsar Kandal 2, Phnom Penh","$85,000"," Phsar Kandal II, Daun Penh, Phnom Penh",NaN,2,1,NaN,NaN,96m²,NaN,IPS Cambodia,For sale
Apartment,"3 Bedroom Apartment Flat For Sale - Daun Penh , Phnom Penh","$215,000"," Phsar Kandal II, Daun Penh, Phnom Penh",170m²,3,2,NaN,3,NaN,NaN,IPS Cambodia,For sale
Apartment,"3 Bedroom Apartment For Sale - Daun Penh, Phnom Penh","$260,000"," Phsar Kandal II, Daun Penh, Phnom Penh",NaN,3,2,NaN,NaN,249m²,NaN,IPS Cambodia,For sale
Apartment,Beautiful Condo 1 Bedroom for sale Beong Tra Bek2.,"$53,000"," Boeung Trabek, Chamkarmon, Phnom Penh",NaN,1,1,1,6,NaN,NaN,Century 21 Fuji Realty,For sale,Price Negotiable
Land,"DAKA KUN REALTY: Land for Sale in Phum Krous, Siem Reap","$84,200","Svay Dankum, Siem Reap, Siem Reap",255m²,NaN,NaN,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
Villa,Villa for Rent with good location in Phnom Penh-near Aeon3,"$320,000"," Chbar Ampov I, Chbar Ampov, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale
Villa,Villa for Rent with good location in Phnom Penh-TK,"$3,900,000"," Boeung Kak 1, Toul Kork, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale
Villa,Villa for Sale with good location in Phnom Penh-Borey Orkide National road 6A,"$270,000"," Preaek Lieb, Chroy Changvar, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale
Apartment,Room for Rent,$700,"BKK 3, Chamkarmon, Phnom Penh",NaN,1,1,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Land,"DAKA KUN REALTY: ដីលក់នៅផ្លូវវត្តអធ្វារ, ក្រុងសៀមរាប/Land for Sale in Siem Reap city","$68,000","Siem Reap, Siem Reap, Siem Reap",251m²,NaN,NaN,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
Land,"DAKA KUN REALTY: ផ្ទះលក់នៅសង្កាត់សាលាកំរើក ជិតសាលា SHINE, ក្រុងសៀមរាប/Land for Sale in Siem Reap city-Sala Kamreuk","$98,000","Sala Kamraeuk, Siem Reap, Siem Reap",249m²,NaN,NaN,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
Land,"DAKA KUN REALTY: Land for Sale near Psar Leu, Siem Reap ","$800,000","Sala Kamraeuk, Siem Reap, Siem Reap",1404m²,NaN,NaN,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
Land,"DAKA KUN REALTY: Land for Sale near Ring Road, Siem Reap","$86,000","Siem Reap, Siem Reap, Siem Reap",274m²,NaN,NaN,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
House,"DAKA KUN REALTY: ផ្ទះលក់នៅជិតមាត់ស្ទឹង, ក្រុងសៀមរាប/House for Sale in Siem Reap - near Riverside","$200,000"," Sla Kram, Siem Reap, Siem Reap",NaN,5,6,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
House,DAKA KUN REALTY: House for Sale in Siem Reap - Svay Dangkum,"$280,000"," Svay Dankum, Siem Reap, Siem Reap",NaN,3,3,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale,Price Negotiable
House,DAKA KUN REALTY: House for Sale in Siem Reap - Sala Kamreuk,"$180,000"," Sala Kamraeuk, Siem Reap, Siem Reap",NaN,5,6,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
House,DAKA KUN REALTY: House for Sale in Siem Reap - Svay Dangkum,"$120,000"," Svay Dankum, Siem Reap, Siem Reap",NaN,3,4,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale,Price Negotiable
Flat,DAKA KUN REALTY: Flat House for Sale in Siem Reap ,"$90,000"," Kandaek, Prasat Bakong, Siem Reap",NaN,2,3,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale,Price Negotiable
Villa,"4 Bedroom Villa For Sale - Chreav, Siem Reap","$350,000"," Chreav, Siem Reap, Siem Reap",606m²,4,5,NaN,1,194m²,NaN,IPS Cambodia,For sale
Condo,"1 Bedroom Condo For Sale - Olympia City, Phnom Penh","$139,999"," Olympic, Chamkarmon, Phnom Penh",NaN,1,1,NaN,13,69m²,NaN,IPS Cambodia,For sale
Apartment,"1 Bedroom Apartment For sale - Toul Svay Prey 1, Phnom Penh","$110,000"," Olympic, Chamkarmon, Phnom Penh",65m²,1,1,NaN,3,NaN,NaN,IPS Cambodia,For sale
Condo,"3 Bedroom Condo For Sale -Embassy Central, BKK1, Phnom Penh","$810,000"," BKK 1, Chamkarmon, Phnom Penh",NaN,3,4,NaN,6,196m²,NaN,IPS Cambodia,For sale
Condo,"3 Bedroom Condo For Sale - Embassy Central, Phnom Penh","$795,000"," BKK 1, Chamkarmon, Phnom Penh",210m²,3,4,NaN,24,210m²,NaN,IPS Cambodia,For sale
Villa,"4 Bedroom Villa For Sale - Svay Thom, Siem Reap","$220,000","Svay Thom , Kandaek, Prasat Bakong, Siem Reap",NaN,4,3,NaN,1,77m²,NaN,IPS Cambodia,For sale
Apartment,Studio Apartment for Sale in Daun Penh - Phnom Penh,"$65,000"," Phsar Chas, Daun Penh, Phnom Penh",NaN,1,1,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
House,"4 Bedroom Link House For Sale - PH The Star Diamond 60m, Phnom Penh","$285,000"," Chak Angrae Kraom, Meanchey, Phnom Penh",95m²,4,5,NaN,3,162m²,NaN,IPS Cambodia,For sale
Land,DAKA KUN REALTY: Land for Sale in Siem Reap - Sala Kamreuk,$360/m²," Sala Kamraeuk, Siem Reap, Siem Reap",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd"
Condo,"1 Bedroom Apartment for sale with Gym ,Swimming Pool in Phnom Penh-2004","$145,000"," Tuek Thla, Sen Sok, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale
Shophouse,Shophouse for Rent with good location in Phnom Penh,"$1,696,500"," BKK 1, Chamkarmon, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale
Apartment,"2 Bedroom Duplex Apartment For Sale - BKK3, Phnom Penh","$135,000"," BKK 3, Chamkarmon, Phnom Penh",80m²,1,2,NaN,NaN,80m²,NaN,IPS Cambodia,For sale
Land,"35,671 sq.m. Land with Warehouse For Sale - Chaom Chau, Phnom Penh","$12,000,000"," Chaom Chau, Por Sen Chey, Phnom Penh",35671m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale,Price Negotiable
Villa,"4 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$210,000"," Svay Dankum, Siem Reap, Siem Reap",305m²,4,4,NaN,1,68m²,NaN,IPS Cambodia,For sale
Shophouse,Shophouse for Sale with nice location in Phnom Penh-national road 1,"$170,000"," Nirouth, Chbar Ampov, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale
Villa,"3 Bedroom Villa For Sale - Chreav, Siem Reap","$115,000"," Chreav, Siem Reap, Siem Reap",84m²,3,4,NaN,2,67m²,NaN,IPS Cambodia,For sale
Apartment,"2 Bedroom Apartment For Sale Type B - Gold Class Sen Sok, Phnom Penh","$274,850"," Phnom Penh Thmey, Sen Sok, Phnom Penh",126m²,2,2,NaN,4,126m²,NaN,IPS Cambodia,For sale
Condo,Two Bedrooms Condo for Sale in Boeung Keng Kang 1,"$220,000","BKK 1, Chamkarmon, Phnom Penh",NaN,2,2,1,12,88m²,NaN,"TownCity Real Estate Co.,Ltd",For sale
House,DAKA KUN REALTY: House for Sale in Siem Reap - Svay Dangkum,"$130,000"," Svay Dankum, Siem Reap, Siem Reap",NaN,3,3,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
Apartment,"3 Bedroom Serviced Apartment For Sale Stack 4 - Gold Class Sen Sok, Phnom Penh","$343,850"," Phnom Penh Thmey, Sen Sok, Phnom Penh",160m²,3,3,NaN,3,160m²,NaN,IPS Cambodia,For sale
Land,"162 Sqm Townhouse For Sale - Teuk Thla, Phnom Penh","$450,000"," Tuek Thla, Sen Sok, Phnom Penh",162m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
House,"6 Bedroom Townhouse For Sale - Toul Tum Poung 2, Phnom Penh","$225,000"," Toul Tum Poung 2, Chamkarmon, Phnom Penh",89m²,6,4,NaN,3,242m²,NaN,IPS Cambodia,For sale
Land,"464 Sqm Land For Sale - BKK1, Phnom Penh","$3,000,000"," BKK 1, Chamkarmon, Phnom Penh",464m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Apartment,"2 Bedroom Renovated Apartment For Sale - Daun Penh, Phnom Penh","$170,000"," Phsar Chas, Daun Penh, Phnom Penh",90m²,2,1,NaN,NaN,90m²,NaN,IPS Cambodia,For sale
Flat House,"4 Bedroom Flat House For Sale - Svay Dangkum, Siem Reap","$218,888"," Svay Dankum, Siem Reap, Siem Reap",NaN,4,5,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Villa,"3 Bedroom Townhouse For Sale - Svay Dangkum , Siem Reap","$210,000"," Svay Dankum, Siem Reap, Siem Reap",220m²,3,3,NaN,2,210m²,NaN,IPS Cambodia,For sale
Condo,"2 Bedroom Condominium For Sale - Chroy Changvar, Phnom Penh","$260,000"," Chrang Chamres I, Russey Keo, Phnom Penh",NaN,2,2,NaN,21,104m²,NaN,IPS Cambodia,For sale
Condo,"12th Floor -1 Bedroom Condo For Sale - Tonle Bassac, Phnom Penh","$160,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,1,1,NaN,12,58m²,NaN,IPS Cambodia,For sale
Villa,"Odom Villa Resale in Chankiri Palm Creek, Dangko, Phnom Penh","$500,000"," Preaek Kampues, Dangkao, Phnom Penh",299m²,4,6,NaN,NaN,400m²,NaN,IPS Cambodia,For sale
Villa,"Villa 3 Bedrooms For Sale - Chreav, Siem Reap","$250,000"," Chreav, Siem Reap, Siem Reap",136m²,3,3,NaN,2,132m²,NaN,IPS Cambodia,For sale
Condo,Residence L BTK 2 For sale ,"$95,000"," Boeung Trabek, Chamkarmon, Phnom Penh",NaN,2,2,1,20,NaN,NaN,Century 21 Fuji Realty,For sale,Price Negotiable
Villa,King Villa for Sale in Borey Chip Mong ,"$2,800,000","Cheung Aek, Dangkao, Phnom Penh",900m²,7,9,3,NaN,NaN,NaN,"TownCity Real Estate Co.,Ltd",For sale
Studio,"Studio Unit For Sale - Tonle Bassac, Phnom Penh","$130,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,1,1,NaN,30,42m²,NaN,IPS Cambodia,For sale
Apartment,"1 Bedroom Apartment For Sale - Tonle Basaac, Phnom Penh","$150,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,1,1,NaN,4,58m²,NaN,IPS Cambodia,For sale
Land,"2882 Sqm Commercial Land For Sale - Preaek Aeng, Phnom Penh","$2,500,000"," Preaek Aeng, Chbar Ampov, Phnom Penh",2882m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Apartment,Apartment for Rent,"$40,000"," Boeung Kak 1, Toul Kork, Phnom Penh",NaN,1,1,1,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale
Apartment,Apartment for Rent and Sale,"$150,000","Chbar Ampov I, Chbar Ampov, Phnom Penh",NaN,2,2,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Apartment,"2 Bedroom Apartment For Sale - Lattrait, BKK1, Phnom Penh","$350,000"," BKK 1, Chamkarmon, Phnom Penh",68m²,2,2,NaN,25,68m²,NaN,IPS Cambodia,For sale
Shophouse,"4 Bedroom Shophouse For Sale - Mean Chey, Phnom Penh","$585,000"," Chak Angrae Kraom, Meanchey, Phnom Penh",138m²,4,7,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"600 Sqm Land For Sale - Russey Keo, Phnom Penh","$580,000"," Kilomaetr Lekh Prammuoy, Russey Keo, Phnom Penh",600m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Condo,Studio room for sale in Beoung Trabek Area,"$35,000"," Boeung Trabek, Chamkarmon, Phnom Penh",NaN,1,1,NaN,4,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
Condo,Residence L Beoung Trabek for Sale urgent ,"$35,000"," Boeung Trabek, Chamkarmon, Phnom Penh",NaN,1,1,1,6,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
Condo,Time Square 2 studio room for sale urgent at Touk Kork,"$54,000"," Boeung Kak 1, Toul Kork, Phnom Penh",NaN,1,1,1,12,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
Land,Land for Sale near Tourism City at Siem Reap,"$50,000","Kandaek, Prasat Bakong, Siem Reap",NaN,NaN,NaN,NaN,NaN,NaN,NaN,MLS Property Cambodia,For sale
Apartment,Apartment for Rent and Sale,"$150,000","Chbar Ampov I, Chbar Ampov, Phnom Penh",NaN,2,2,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Condo,Western Style Spacious 2 Bedrooms for Sale Near Central Market & Sorya Mall,"$1,898/m²"," Chey Chumneah, Daun Penh, Phnom Penh",NaN,2,2,1,NaN,158m²,N/E,CENTURY 21 REGENT REALTY
Studio,Studio For Sale in M Residence - Phnom Penh ( 13901 ),"$80,000"," BKK 1, Chamkarmon, Phnom Penh",25m²,1,1,NaN,9,25m²,NaN,IPS Cambodia,For sale
Condo,Condo for rent and sale,"$6,700","Tuek Thla, Sen Sok, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Apartment,Apartment for Rent,$950,"BKK 3, Chamkarmon, Phnom Penh",NaN,3,3,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Villa,"3 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$120,000"," Svay Dankum, Siem Reap, Siem Reap",140m²,3,4,NaN,1,NaN,NaN,IPS Cambodia,For sale
Apartment,"2 Bedroom Apartment For Sale - Mittapheap, Phnom Penh","$60,000"," Mittapheap, 7 Makara, Phnom Penh",NaN,2,1,NaN,4,65m²,NaN,IPS Cambodia,For sale
Villa,"4 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$180,000"," Svay Dankum, Siem Reap, Siem Reap",446m²,4,4,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Flat,"4 Bedroom Flat For Sale - Svay Dangkum, Siem Reap","$165,000"," Svay Dankum, Siem Reap, Siem Reap",155m²,4,4,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Villa,"4 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$175,000"," Svay Dankum, Siem Reap, Siem Reap",207m²,4,5,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Villa,"5 Bedrooms Villa For Sale - Svay Dangkum, Siem Reap","$170,000"," Svay Dankum, Siem Reap, Siem Reap",310m²,5,5,NaN,2,160m²,NaN,IPS Cambodia,For sale
Flat,"4 Bedroom Flat House For Sale - Khan Por Sen Chey, Phnom Penh","$260,000"," Chaom Chau, Por Sen Chey, Phnom Penh",72m²,4,3,NaN,2,64m²,NaN,IPS Cambodia,For sale
Flat,"1 Bedroom Flat For Sale - Daun Penh, Phnom Penh","$55,000"," Phsar Chas, Daun Penh, Phnom Penh",60m²,2,1,NaN,1,60m²,NaN,IPS Cambodia,For sale
Land,1260sqm Land for Sale in Siem Reap - Riverside Location,"$2,268,000","Wat Bo / Wat Damnak , Sala Kamraeuk, Siem Reap, Siem Reap",1260m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,Invest in the the heart of nature in KEP for 1800 000 $,"$270,000"," Pong Tuek, Damnak Chang'aeur, Kep",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Atera Property CO., LTD.",For sale
Shophouse,Shop House For Sale,"$75,000"," Chaom Chau 2, Por Sen Chey, Phnom Penh",76m²,2,3,1,1,50m²,NaN,Borey For Sale,For sale
Shophouse,"3-Storey Shophouse For Sale - The Eco Residence Sen Sok, Phnom Penh","$135,000",The Eco Residence,92m²,NaN,NaN,1,NaN,50m²,NaN,Borey For Sale,For sale
Shophouse,Shop House For sale,"$170,000"," Chbar Ampov I, Chbar Ampov, Phnom Penh",84m²,4,5,1,NaN,50m²,NaN,Borey For Sale,For sale
Link House,Link Villa For Sale,"$300,000"," Tonle Bassac, Chamkarmon, Phnom Penh",88m²,4,5,1,NaN,50m²,NaN,Borey For Sale,For sale
Shophouse,Shop House For sale,"$170,000"," Chbar Ampov I, Chbar Ampov, Phnom Penh",84m²,4,5,1,NaN,50m²,NaN,Borey For Sale,For sale
Villa,Queen villa For Sale,"$1,300,000"," Ou Baek K'am, Sen Sok, Phnom Penh",368m²,5,7,4,NaN,156m²,NaN,Borey For Sale,For sale
Twin Villa,Twin villa For Sale,"$399,000"," Stueng Mean chey, Meanchey, Phnom Penh",160m²,4,6,1,NaN,72m²,NaN,Borey For Sale,For sale
Shophouse,Shop House For Sale,"$75,000"," Chaom Chau 2, Por Sen Chey, Phnom Penh",76m²,NaN,NaN,1,NaN,50m²,NaN,Borey For Sale,For sale
